EndingDate,PortNum,Shortname,IssueName1,IssueName2,Cusip,ticker,Units,TaxlotNum,AcquitionDate,TaxCost,AcquisitionUnitCost,MarketPrice,MarketValue,accruedIntB,PercentofTMV,UnRealGL,EstIncomeB,MaturityDate,MoodyRating,AssetClass,AssetSubClass,Amortization,AssetSector,ExpirationDate,BookValue,eps,MinSecClass,vchShortName,PriceAsPercent,GPEmplId,SecurityID,SMA,Asset Type,CallDate,UnrealShortTermCapGL,UnrealLongTermCapGL
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,GENUINE PARTS CO.,,372460105,GPC,42,8,4/22/2020 0:00,3055.13,72.7412,147.09,6177.78,0,0.62,3122.65,168,,N/A,Equity,U.S. Large Cap,,Consumer Discretionary,8/30/2024 0:00,3055.13,8.68,3,,NO,,348,,Managed,,,3122.65
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,HOME DEPOT INC.,,437076102,HD,14,8,3/6/2019 0:00,2587.39,184.8136,363.69,5091.66,0,0.51,2504.27,126,,N/A,Equity,U.S. Large Cap,,Consumer Discretionary,8/30/2024 0:00,2587.39,14.97,3,,NO,,7267,,Managed,,,2504.27
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,HOME DEPOT INC.,,437076102,HD,35,4,4/8/2014 0:00,2701.47,77.1849,363.69,12729.15,0,1.29,10027.68,315,,N/A,Equity,U.S. Large Cap,,Consumer Discretionary,8/30/2024 0:00,2701.47,14.97,3,,NO,,7267,,Managed,,,10027.68
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,ILLINOIS TOOL WORKS,,452308109,ITW,6,10,3/14/2023 0:00,1401.18,233.53,249.34,1496.04,0,0.15,94.86,33.6,,N/A,Equity,U.S. Large Cap,,Industrials,8/30/2024 0:00,1401.18,10.17,3,,NO,,12868,,Managed,,,94.86
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,ILLINOIS TOOL WORKS,,452308109,ITW,30,6,6/7/2019 0:00,4522.06,150.7353,249.34,7480.2,0,0.76,2958.14,168,,N/A,Equity,U.S. Large Cap,,Industrials,8/30/2024 0:00,4522.06,10.17,3,,NO,,12868,,Managed,,,2958.14
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,ILLINOIS TOOL WORKS,,452308109,ITW,29,5,3/18/2019 0:00,4191.44,144.5324,249.34,7230.86,0,0.73,3039.42,162.4,,N/A,Equity,U.S. Large Cap,,Industrials,8/30/2024 0:00,4191.44,10.17,3,,NO,,12868,,Managed,,,3039.42
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,INTERPUBLIC GROUP COS,,460690100,IPG,467,1,1/13/2021 0:00,11443.88,24.5051,31.97,14929.99,0,1.52,3486.11,616.44,,N/A,Equity,U.S. Large Cap,,Telecommunication Services,8/30/2024 0:00,11443.88,2.71,3,,NO,,5769,,Managed,,,3486.11
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,INTERPUBLIC GROUP COS,,460690100,IPG,27,2,3/21/2022 0:00,966.2,35.7852,31.97,863.19,0,0.08,-103.01,35.64,,N/A,Equity,U.S. Large Cap,,Telecommunication Services,8/30/2024 0:00,966.2,2.71,3,,NO,,5769,,Managed,,,-103.01
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,JOHNSON & JOHNSON,,478160104,JNJ,35,1,1/13/2011 0:00,2201.15,62.89,161.33,5646.55,0,0.57,3445.4,173.6,,N/A,Equity,U.S. Large Cap,,Health Care,8/30/2024 0:00,2201.15,6.74,3,,NO,,808,,Managed,,,3445.4
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,JOHNSON & JOHNSON,,478160104,JNJ,12,3,2/21/2012 0:00,778.32,64.86,161.33,1935.96,0,0.19,1157.64,59.52,,N/A,Equity,U.S. Large Cap,,Health Care,8/30/2024 0:00,778.32,6.74,3,,NO,,808,,Managed,,,1157.64
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,JOHNSON & JOHNSON,,478160104,JNJ,70,4,5/31/2012 0:00,4377.07,62.5296,161.33,11293.1,0,1.15,6916.03,347.2,,N/A,Equity,U.S. Large Cap,,Health Care,8/30/2024 0:00,4377.07,6.74,3,,NO,,808,,Managed,,,6916.03
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,JPMORGAN CHASE & CO,,46625H100,JPM,75,18,1/12/2021 0:00,10554.54,140.7272,215.19,16139.25,86.25,1.64,5584.71,345,,N/A,Equity,U.S. Large Cap,,Financials,8/30/2024 0:00,10554.54,16.59,3,,NO,,9057,,Managed,,,5584.71
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,JPMORGAN CHASE & CO,,46625H100,JPM,29,19,1/13/2021 0:00,4024.85,138.7879,215.19,6240.51,33.35,0.63,2215.66,133.4,,N/A,Equity,U.S. Large Cap,,Financials,8/30/2024 0:00,4024.85,16.59,3,,NO,,9057,,Managed,,,2215.66
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,JPMORGAN CHASE & CO,,46625H100,JPM,63,20,7/14/2022 0:00,6795.16,107.8597,215.19,13556.97,72.45,1.38,6761.81,289.8,,N/A,Equity,U.S. Large Cap,,Financials,8/30/2024 0:00,6795.16,16.59,3,,NO,,9057,,Managed,,,6761.81
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,KENVUE INC,,49177J102,KVUE,144.5143,7,2/21/2012 0:00,1167.48,8.0786,18.75,2709.64,0,0.27,1542.16,118.5017,,N/A,Equity,U.S. Large Cap,,Consumer Staples,8/30/2024 0:00,1167.48,0.78,3,,NO,,351265,,Managed,,,1542.16
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,KENVUE INC,,49177J102,KVUE,16.0571,5,1/21/2020 0:00,298.93,18.6167,18.75,301.07,0,0.03,2.14,13.1668,,N/A,Equity,U.S. Large Cap,,Consumer Staples,8/30/2024 0:00,298.93,0.78,3,,NO,,351265,,Managed,,,2.14
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,KENVUE INC,,49177J102,KVUE,199,2,8/14/2023 0:00,4605.58,23.1436,18.75,3731.25,0,0.38,-874.33,163.18,,N/A,Equity,U.S. Large Cap,,Consumer Staples,8/30/2024 0:00,4605.58,0.78,3,,NO,,351265,,Managed,,-874.33,
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,KENVUE INC,,49177J102,KVUE,120.4286,6,2/18/2014 0:00,1382.83,11.4826,18.75,2258.04,0,0.23,875.21,98.7515,,N/A,Equity,U.S. Large Cap,,Consumer Staples,8/30/2024 0:00,1382.83,0.78,3,,NO,,351265,,Managed,,,875.21
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,KENVUE INC,,49177J102,KVUE,39,3,8/15/2023 0:00,913.62,23.4262,18.75,731.25,0,0.07,-182.37,31.98,,N/A,Equity,U.S. Large Cap,,Consumer Staples,8/30/2024 0:00,913.62,0.78,3,,NO,,351265,,Managed,,-182.37,
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,KENVUE INC,,49177J102,KVUE,364,8,3/7/2024 0:00,7287.94,20.0218,18.75,6825,0,0.69,-462.94,298.48,,N/A,Equity,U.S. Large Cap,,Consumer Staples,8/30/2024 0:00,7287.94,0.78,3,,NO,,351265,,Managed,,-462.94,
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,MCDONALDS CORP.,,580135101,MCD,80,10,1/8/2016 0:00,9267.21,115.8401,266.44,21315.2,0,2.17,12047.99,534.4,,N/A,Equity,U.S. Large Cap,,Consumer Discretionary,8/30/2024 0:00,9267.21,11.83,3,,NO,,403,,Managed,,,12047.99
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,MCDONALDS CORP.,,580135101,MCD,8,15,2/17/2023 0:00,2155.52,269.44,266.44,2131.52,0,0.21,-24,53.44,,N/A,Equity,U.S. Large Cap,,Consumer Discretionary,8/30/2024 0:00,2155.52,11.83,3,,NO,,403,,Managed,,,-24
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,MEDTRONIC PLC SHS,,G5960L103,MDT,196,3,1/6/2023 0:00,15874,80.9898,80.81,15838.76,0,1.61,-35.24,548.8,,N/A,Equity,U.S. Large Cap,,Health Care,8/30/2024 0:00,15874,3.16,90,,NO,,270512,,Managed,,,-35.24
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,MEDTRONIC PLC SHS,,G5960L103,MDT,6,5,4/19/2024 0:00,476.38,79.3967,80.81,484.86,0,0.04,8.48,16.8,,N/A,Equity,U.S. Large Cap,,Health Care,8/30/2024 0:00,476.38,3.16,90,,NO,,270512,,Managed,,8.48,
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,MEDTRONIC PLC SHS,,G5960L103,MDT,13,4,1/16/2024 0:00,1127.08,86.6985,80.81,1050.53,0,0.1,-76.55,36.4,,N/A,Equity,U.S. Large Cap,,Health Care,8/30/2024 0:00,1127.08,3.16,90,,NO,,270512,,Managed,,-76.55,
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,MONDELEZ INTL INC CL A,,609207105,MDLZ,200,1,1/13/2021 0:00,11495.24,57.4762,67.05,13410,0,1.36,1914.76,340,,N/A,Equity,U.S. Large Cap,,Consumer Staples,8/30/2024 0:00,11495.24,3.17,3,,NO,,192932,,Managed,,,1914.76
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,MONDELEZ INTL INC CL A,,609207105,MDLZ,43,2,8/15/2023 0:00,3128.97,72.7667,67.05,2883.15,0,0.29,-245.82,73.1,,N/A,Equity,U.S. Large Cap,,Consumer Staples,8/30/2024 0:00,3128.97,3.17,3,,NO,,192932,,Managed,,-245.82,
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,MORGAN STANLEY,,617446448,MS,214,3,11/18/2022 0:00,19087.11,89.1921,103.76,22204.64,0,2.26,3117.53,791.8,,N/A,Equity,U.S. Large Cap,,Financials,8/30/2024 0:00,19087.11,5.56,3,,NO,,22403,,Managed,,,3117.53
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,NETAPP INC,,64110D104,NTAP,121,3,4/23/2020 0:00,4961.44,41.0036,122.57,14830.97,0,1.51,9869.53,251.68,,N/A,Equity,U.S. Large Cap,,Information Technology,8/30/2024 0:00,4961.44,4.74,3,,NO,,55314,,Managed,,,9869.53
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,NETAPP INC,,64110D104,NTAP,84,1,8/13/2019 0:00,3954.51,47.0775,122.57,10295.88,0,1.04,6341.37,174.72,,N/A,Equity,U.S. Large Cap,,Information Technology,8/30/2024 0:00,3954.51,4.74,3,,NO,,55314,,Managed,,,6341.37
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,ORACLE CORP,,68389X105,ORCL,210,1,3/21/2022 0:00,16987.57,80.8932,135.67,28490.7,0,2.9,11503.13,336,,N/A,Equity,U.S. Large Cap,,Information Technology,8/30/2024 0:00,16987.57,3.82,3,,NO,,6587,,Managed,,,11503.13
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,PAYCHEX INC,,704326107,PAYX,149,7,10/21/2015 0:00,7507.74,50.3875,127.92,19060.08,0,1.94,11552.34,584.08,,N/A,Equity,U.S. Large Cap,,Industrials,8/30/2024 0:00,7507.74,4.69,3,,NO,,24477,,Managed,,,11552.34
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,PEPSICO INC.,,713448108,PEP,7,6,8/19/2019 0:00,927.79,132.5414,173.18,1212.26,0,0.12,284.47,37.94,,N/A,Equity,U.S. Large Cap,,Consumer Staples,8/30/2024 0:00,927.79,6.68,3,,NO,,529,,Managed,,,284.47
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,PEPSICO INC.,,713448108,PEP,42,9,4/21/2020 0:00,5531.81,131.7098,173.18,7273.56,0,0.74,1741.75,227.64,,N/A,Equity,U.S. Large Cap,,Consumer Staples,8/30/2024 0:00,5531.81,6.68,3,,NO,,529,,Managed,,,1741.75
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,PEPSICO INC.,,713448108,PEP,75,5,1/30/2018 0:00,9020.06,120.2675,173.18,12988.5,0,1.32,3968.44,406.5,,N/A,Equity,U.S. Large Cap,,Consumer Staples,8/30/2024 0:00,9020.06,6.68,3,,NO,,529,,Managed,,,3968.44
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,PHILLIPS 66,,718546104,PSX,88,4,3/11/2020 0:00,5113.78,58.1111,147.17,12950.96,0,1.31,7837.18,404.8,,N/A,Equity,U.S. Large Cap,,Energy,8/30/2024 0:00,5113.78,13.09,3,,NO,,260504,,Managed,,,7837.18
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,PHILLIPS 66,,718546104,PSX,81,6,11/17/2020 0:00,5112.03,63.1115,147.17,11920.77,0,1.21,6808.74,372.6,,N/A,Equity,U.S. Large Cap,,Energy,8/30/2024 0:00,5112.03,13.09,3,,NO,,260504,,Managed,,,6808.74
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,PPG INDUSTRIES INC.,,693506107,PPG,114,6,5/14/2020 0:00,9578.64,84.0232,127.21,14501.94,0,1.47,4923.3,310.08,,N/A,Equity,U.S. Large Cap,,Materials,8/30/2024 0:00,9578.64,6.13,3,,NO,,566,,Managed,,,4923.3
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,PPG INDUSTRIES INC.,,693506107,PPG,34,7,1/30/2024 0:00,4869.57,143.2226,127.21,4325.14,0,0.44,-544.43,92.48,,N/A,Equity,U.S. Large Cap,,Materials,8/30/2024 0:00,4869.57,6.13,3,,NO,,566,,Managed,,-544.43,
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,PROCTER & GAMBLE CO.,,742718109,PG,110,8,1/27/2021 0:00,14565.66,132.4151,161.7,17787,110.72,1.81,3221.34,442.86,,N/A,Equity,U.S. Large Cap,,Consumer Staples,8/30/2024 0:00,14565.66,6.29,3,,NO,,568,,Managed,,,3221.34
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,QUEST DIAGNOSTICS INC,,74834L100,DGX,14,5,11/1/2023 0:00,1854.38,132.4557,142.89,2000.46,0,0.2,146.08,42,,N/A,Equity,U.S. Large Cap,,Health Care,8/30/2024 0:00,1854.38,7.53,3,,NO,,40246,,Managed,,146.08,
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,QUEST DIAGNOSTICS INC,,74834L100,DGX,22,4,8/30/2023 0:00,2950.97,134.135,142.89,3143.58,0,0.32,192.61,66,,N/A,Equity,U.S. Large Cap,,Health Care,8/30/2024 0:00,2950.97,7.53,3,,NO,,40246,,Managed,,192.61,
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,QUEST DIAGNOSTICS INC,,74834L100,DGX,45,2,9/16/2014 0:00,2846.88,63.264,142.89,6430.05,0,0.65,3583.17,135,,N/A,Equity,U.S. Large Cap,,Health Care,8/30/2024 0:00,2846.88,7.53,3,,NO,,40246,,Managed,,,3583.17
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,QUEST DIAGNOSTICS INC,,74834L100,DGX,4,3,1/21/2020 0:00,429.3,107.325,142.89,571.56,0,0.05,142.26,12,,N/A,Equity,U.S. Large Cap,,Health Care,8/30/2024 0:00,429.3,7.53,3,,NO,,40246,,Managed,,,142.26
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,QUEST DIAGNOSTICS INC,,74834L100,DGX,80,1,9/15/2014 0:00,5016.32,62.704,142.89,11431.2,0,1.16,6414.88,240,,N/A,Equity,U.S. Large Cap,,Health Care,8/30/2024 0:00,5016.32,7.53,3,,NO,,40246,,Managed,,,6414.88
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,ROSS STORES INC,,778296103,ROST,102,2,3/23/2022 0:00,9130.82,89.5178,142.75,14560.5,0,1.48,5429.68,149.94,,N/A,Equity,U.S. Large Cap,,Consumer Discretionary,8/30/2024 0:00,9130.82,5.59,3,,NO,,12348,,Managed,,,5429.68
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,RTX CORPORATION,,75513E101,RTX,207,1,1/13/2021 0:00,14604.16,70.5515,116.88,24194.16,0,2.46,9590,521.64,,N/A,Equity,U.S. Large Cap,,Industrials,8/30/2024 0:00,14604.16,2.55,3,,NO,,303625,,Managed,,,9590
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,SNAP ON INC,,833034101,SNA,20,2,2/9/2018 0:00,3170.95,158.5475,285.24,5704.8,0,0.58,2533.85,148.8,,N/A,Equity,U.S. Large Cap,,Industrials,8/30/2024 0:00,3170.95,19.59,3,,NO,,1173,,Managed,,,2533.85
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,SNAP ON INC,,833034101,SNA,4,4,1/21/2020 0:00,673.62,168.405,285.24,1140.96,0,0.11,467.34,29.76,,N/A,Equity,U.S. Large Cap,,Industrials,8/30/2024 0:00,673.62,19.59,3,,NO,,1173,,Managed,,,467.34
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,SNAP ON INC,,833034101,SNA,26,5,4/22/2020 0:00,2949.09,113.4265,285.24,7416.24,0,0.75,4467.15,193.44,,N/A,Equity,U.S. Large Cap,,Industrials,8/30/2024 0:00,2949.09,19.59,3,,NO,,1173,,Managed,,,4467.15
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,SNAP ON INC,,833034101,SNA,25,1,2/9/2018 0:00,4006.25,160.25,285.24,7131,0,0.72,3124.75,186,,N/A,Equity,U.S. Large Cap,,Industrials,8/30/2024 0:00,4006.25,19.59,3,,NO,,1173,,Managed,,,3124.75
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,SNAP ON INC,,833034101,SNA,9,3,1/16/2020 0:00,1521.38,169.0422,285.24,2567.16,0,0.26,1045.78,66.96,,N/A,Equity,U.S. Large Cap,,Industrials,8/30/2024 0:00,1521.38,19.59,3,,NO,,1173,,Managed,,,1045.78
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,STARBUCKS CORP.,,855244109,SBUX,17,4,3/21/2022 0:00,1475.42,86.7894,75.94,1290.98,0,0.13,-184.44,38.76,,N/A,Equity,U.S. Large Cap,,Consumer Discretionary,8/30/2024 0:00,1475.42,3.64,3,,NO,,26033,,Managed,,,-184.44
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,STARBUCKS CORP.,,855244109,SBUX,113,1,12/14/2018 0:00,7350.22,65.0462,75.94,8581.22,0,0.87,1231,257.64,,N/A,Equity,U.S. Large Cap,,Consumer Discretionary,8/30/2024 0:00,7350.22,3.64,3,,NO,,26033,,Managed,,,1231
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,STARBUCKS CORP.,,855244109,SBUX,69,5,1/3/2024 0:00,6485.41,93.9914,75.94,5239.86,0,0.53,-1245.55,157.32,,N/A,Equity,U.S. Large Cap,,Consumer Discretionary,8/30/2024 0:00,6485.41,3.64,3,,NO,,26033,,Managed,,-1245.55,
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,TE CONNECTIVITY LTD,,H84989104,TEL,27,4,1/12/2021 0:00,3509.44,129.9793,152.95,4129.65,0,0.42,620.21,70.2,,N/A,Equity,International,,Information Technology,8/30/2024 0:00,3509.44,4.62,90,,NO,,249796,,Managed,,,620.21
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,TE CONNECTIVITY LTD,,H84989104,TEL,4,3,1/21/2020 0:00,402.37,100.5925,152.95,611.8,0,0.06,209.43,10.4,,N/A,Equity,International,,Information Technology,8/30/2024 0:00,402.37,4.62,90,,NO,,249796,,Managed,,,209.43
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,TE CONNECTIVITY LTD,,H84989104,TEL,65,1,10/2/2014 0:00,3540.48,54.4689,152.95,9941.75,0,1.01,6401.27,169,,N/A,Equity,International,,Information Technology,8/30/2024 0:00,3540.48,4.62,90,,NO,,249796,,Managed,,,6401.27
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,TE CONNECTIVITY LTD,,H84989104,TEL,33,5,1/13/2021 0:00,4288.91,129.967,152.95,5047.35,0,0.51,758.44,85.8,,N/A,Equity,International,,Information Technology,8/30/2024 0:00,4288.91,4.62,90,,NO,,249796,,Managed,,,758.44
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,TEXAS INSTRUMENTS INC.,,882508104,TXN,42.6316,2,11/14/2012 0:00,1249.53,29.3099,200.99,8568.53,0,0.87,7319,221.6843,,N/A,Equity,U.S. Large Cap,,Information Technology,8/30/2024 0:00,1249.53,6.47,3,,NO,,802,,Managed,,,7319
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,TEXAS INSTRUMENTS INC.,,882508104,TXN,92.3684,1,10/16/2012 0:00,2637.13,28.5501,200.99,18565.12,0,1.89,15927.99,480.3157,,N/A,Equity,U.S. Large Cap,,Information Technology,8/30/2024 0:00,2637.13,6.47,3,,NO,,802,,Managed,,,15927.99
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,UNION PACIFIC CORP,,907818108,UNP,18,3,3/14/2023 0:00,3499.61,194.4228,245.43,4417.74,0,0.45,918.13,96.48,,N/A,Equity,U.S. Large Cap,,Industrials,8/30/2024 0:00,3499.61,10.49,3,,NO,,742,,Managed,,,918.13
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,UNION PACIFIC CORP,,907818108,UNP,80,2,7/21/2021 0:00,17393.66,217.4208,245.43,19634.4,0,2,2240.74,428.8,,N/A,Equity,U.S. Large Cap,,Industrials,8/30/2024 0:00,17393.66,10.49,3,,NO,,742,,Managed,,,2240.74
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,UNITED PARCEL SERVICE - CL B,,911312106,UPS,50,19,1/16/2024 0:00,7804.83,156.0966,129.03,6451.5,0,0.65,-1353.33,326,,N/A,Equity,U.S. Large Cap,,Industrials,8/30/2024 0:00,7804.83,6.91,3,,NO,,54541,,Managed,,-1353.33,
7/30/2024 0:00,9999-06-1/6.10,Jennifer Test IA TR U/D EQUITY PRI,UNITED PARCEL SERVICE - CL B,,911312106,UPS,85,20,3/7/2024 0:00,13122.35,154.3806,129.03,10967.55,0,1.11,-2154.8,554.2,,N/A,Equity,U.S. Large Cap,,Industrials,8/30/2024 0:00,13122.35,6.91,3,,NO,,54541,,Managed,,-2154.8,
7/30/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,INFINITY Q DIVERSIFIED ALPHA FUND,,89832P705,IQDNX,1977.848,1,3/25/2020 0:00,7549.15,3.8169,0.025,49.45,0,0,-7499.7,0,,N/A,Alternatives & Other,Absolute Return,,Mutual Funds & ETFs,8/30/2024 0:00,7549.15,0,54,,NO,,301980,,Mutual Funds & ETFs,,,-7499.7
7/30/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,CASH,,,,0.41,0,,0.41,1,1,0.41,0,0,0,0,,,Cash,Cash,,,8/30/2024 0:00,0.41,,1,,,,CASH,,,,,
7/30/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,GS INVESTOR TAX-EXEMPT MONEY MARKET FUND,,38141W182,FTXXX,1504,0,,1504,0,1,1504,,0.02,0,52.73,,N/A,Cash,Cash,,Other,8/30/2024 0:00,1504,0,1,,NO,,275590,,Managed,,,
7/30/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,AB SMALL CAP VALUE PORTFOLIO,,01878T558,SCYVX,10652.463,1,3/25/2020 0:00,80000,7.51,15.31,163089.21,0,2.98,83089.21,763.7848,,N/A,Equity,U.S. Small Cap,,Mutual Funds & ETFs,8/30/2024 0:00,80000,0,150,,NO,,289802,,Mutual Funds & ETFs,,,83089.21
7/30/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,AB SMALL CAP VALUE PORTFOLIO,,01878T558,SCYVX,544.701,8,12/7/2022 0:00,7157.37,13.14,15.31,8339.37,0,0.15,1182,39.0552,,N/A,Equity,U.S. Small Cap,,Mutual Funds & ETFs,8/30/2024 0:00,7157.37,0,150,,NO,,289802,,Mutual Funds & ETFs,,,1182
7/30/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,ABBOTT LABORATORIES,,002824100,ABT,102,2,2/7/2006 0:00,2068.8,20.2824,105.32,10742.64,56.1,0.19,8673.84,224.4,,N/A,Equity,U.S. Large Cap,,Health Care,8/30/2024 0:00,2068.8,3.23,3,,NO,,25,,Managed,,,8673.84
7/30/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,ABBVIE INC COM,,00287Y109,ABBV,143,1,2/7/2006 0:00,3145.22,21.9945,186.78,26709.54,221.65,0.48,23564.32,886.6,,N/A,Equity,U.S. Large Cap,,Health Care,8/30/2024 0:00,3145.22,3.37,3,,NO,,262990,,Managed,,,23564.32
7/30/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,ABBVIE INC COM,,00287Y109,ABBV,8,2,6/12/2020 0:00,742.83,92.8538,186.78,1494.24,12.4,0.02,751.41,49.6,,N/A,Equity,U.S. Large Cap,,Health Care,8/30/2024 0:00,742.83,3.37,3,,NO,,262990,,Managed,,,751.41
7/30/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,ALPHABET INC CAP STK CL A,,02079K305,GOOGL,320,1,3/28/2007 0:00,3710.97,11.5968,170.29,54492.8,0,0.99,50781.83,256,,N/A,Equity,U.S. Large Cap,,Telecommunication Services,8/30/2024 0:00,3710.97,4.65,3,,NO,,273305,,Managed,,,50781.83
7/30/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,ALPHABET INC CAP STK CL C,,02079K107,GOOG,100,3,3/28/2007 0:00,1152.81,11.5281,171.86,17186,0,0.31,16033.19,80,,N/A,Equity,U.S. Large Cap,,Telecommunication Services,8/30/2024 0:00,1152.81,4.65,3,,NO,,273304,,Managed,,,16033.19
